Provincia,Fecha,Latitud,Longitud,Profundidad,Magnitud,Intensidad,Localización
Murcia,23/04/1911,38.1000,-1.2000,0.0,,IV,LORQUI.MU
Murcia,25/04/1911,38.1000,-1.2000,0.0,,V,LORQUI.MU
Murcia,26/04/1911,38.1000,-1.2000,0.0,,IV,LORQUI.MU
Murcia,27/04/1911,38.1000,-1.2000,0.0,,V,LORQUI.MU
Murcia,28/04/1911,38.1000,-1.2000,0.0,,VI,LORQUI.MU
Murcia,29/04/1911,38.1000,-1.2000,0.0,,IV,LORQUI.MU
Murcia,30/04/1911,38.1000,-1.2000,0.0,,IV,LORQUI.MU
Murcia,04/05/1911,38.1000,-1.2000,0.0,,V,LORQUI.MU
Murcia,04/05/1911,38.1000,-1.2000,0.0,,IV,LORQUI.MU
Murcia,05/05/1911,38.1000,-1.2000,0.0,,V,LORQUI.MU
Murcia,06/05/1911,38.1000,-1.2000,0.0,,IV,LORQUI.MU
Murcia,07/05/1911,38.1000,-1.2000,0.0,,VI,LORQUI.MU
Murcia,07/05/1911,38.1000,-1.2000,0.0,,V,LORQUI.MU
Murcia,10/05/1911,38.1000,-1.2000,0.0,,VI-VII,LORQUI.MU
Murcia,13/05/1911,38.1000,-1.2000,0.0,,IV,LORQUI.MU
Murcia,14/05/1911,38.1000,-1.2000,0.0,,V,LORQUI.MU
Murcia,16/05/1911,38.1000,-1.2000,0.0,,VI-VII,LORQUI.MU
Murcia,17/05/1911,38.1000,-1.2000,0.0,,IV,LORQUI.MU
Murcia,19/05/1911,38.1000,-1.2000,0.0,,IV,LORQUI.MU
Murcia,20/05/1911,38.1000,-1.2000,0.0,,VI,LORQUI.MU
Murcia,21/05/1911,38.1000,-1.2000,0.0,,V,LORQUI.MU
Murcia,24/05/1911,38.1000,-1.2000,0.0,,VI,LORQUI.MU
Murcia,12/11/1911,38.1000,-1.2000,0.0,,V,LORQUI.MU
Murcia,17/11/1911,38.1000,-1.2000,0.0,,V,LORQUI.MU
Murcia,21/12/1911,38.1000,-1.2000,0.0,,V,LORQUI.MU
Murcia,27/01/1912,38.1000,-1.2000,0.0,,IV,LORQUI.MU
Murcia,29/01/1912,38.1000,-1.2000,0.0,,IV,LORQUI.MU
Murcia,11/02/1912,38.1000,-1.2000,0.0,,IV,LORQUI.MU
Murcia,25/04/1912,38.1000,-1.2000,0.0,,IV,LORQUI.MU
Murcia,17/03/1914,38.0333,-1.3333,0.0,,VI,CAMPOS DEL RIO.MU
Murcia,08/01/1915,37.7667,-1.5000,0.0,,IV,TOTANA.MU
Murcia,28/01/1917,38.0333,-1.2667,0.0,,VI,LAS TORRES DE COTILLAS.MU
Murcia,05/10/1920,38.1000,-1.3000,0.0,,V,OJOS.MU
Murcia,08/01/1921,37.7667,-1.5000,0.0,,V,TOTANA.MU
Murcia,22/01/1921,37.7667,-1.5000,0.0,,V,TOTANA.MU
Murcia,24/10/1927,37.8333,-1.4167,0.0,,V,ALHAMA DE MURCIA.MU
Murcia,30/06/1930,38.0000,-1.1333,0.0,,IV,MURCIA
Murcia,03/09/1930,38.0300,-1.2500,0.0,3.7,VI,LAS TORRES DE COTILLAS.MU
Murcia,04/09/1930,38.0667,-1.2333,0.0,,IV,LORQUI.MU
Murcia,06/09/1930,38.0667,-1.2333,0.0,,IV,LORQUI.MU
Murcia,26/01/1931,38.6333,-1.1833,0.0,4.0,VI,YECLA.MU
Murcia,26/01/1931,38.6333,-1.1833,0.0,3.3,V,YECLA.MU
Murcia,19/06/1931,37.9333,-1.1167,0.0,,V,LA ALBERCA.MU
Murcia,17/12/1931,38.0000,-1.0333,0.0,,V,ALQUERIAS.MU
Murcia,04/04/1932,37.6667,-1.7000,0.0,,V,LORCA.MU
Murcia,31/08/1932,37.6667,-1.7000,0.0,3.5,IV,LORCA.MU
Murcia,21/06/1933,38.0500,-1.0833,0.0,3.9,IV,ESPARRAGAL.MU
Murcia,05/12/1935,37.7167,-1.1667,0.0,3.7,III,FUENTEALAMO.MU
Murcia,30/01/1936,38.0667,-1.2667,0.0,,VI,CEUTI.MU
Murcia,13/06/1936,38.2333,-1.4167,0.0,4.5,IV,CIEZA.MU
Murcia,25/08/1940,38.1167,-1.3333,0.0,3.7,V,ULEA.MU
Murcia,18/05/1941,38.1333,-1.3333,0.0,3.7,IV,OJOS.MU
Murcia,26/10/1941,38.1167,-1.8833,0.0,3.8,IV,CARAVACA.MU
Murcia,26/10/1941,38.1167,-1.8833,0.0,3.9,VI,CARAVACA.MU
Murcia,24/11/1941,38.1250,-1.6300,0.0,4.1,V-VI,NE Bullas.MU
Murcia,15/12/1941,38.1833,-1.1167,0.0,3.7,III,FORTUNA.MU
Murcia,28/04/1942,38.0833,-1.7500,0.0,3.6,IV,CEHEGIN.MU
Murcia,09/07/1942,38.1167,-1.3333,0.0,,IV,VILLANUEVA SEGURA.MU
Murcia,09/07/1942,38.1833,-1.0833,0.0,,IV,FORTUNA.MU
Murcia,07/04/1943,38.0667,-1.2500,0.0,3.5,IV,LORQUI.MU
Murcia,07/04/1943,38.0667,-1.2500,0.0,3.3,V,LORQUI.MU
Murcia,23/02/1944,38.1667,-1.1500,0.0,3.8,VII,FORTUNA.MU
Murcia,10/12/1944,38.0500,-1.2333,0.0,,IV,LAS TORRES DE COTILLAS.MU
Murcia,11/12/1944,38.1333,-1.3333,0.0,,V,OJOS.MU
Murcia,14/05/1945,38.4500,-1.3333,0.0,4.3,VI,JUMILLA.MU
Murcia,14/05/1946,37.9167,-1.2000,0.0,4.2,VI,SANGONERA.MU
Murcia,30/08/1946,38.1167,-1.2667,0.0,,IV,ARCHENA.MU
Murcia,23/06/1948,38.0467,-1.7617,5.0,5.0,VII,SE CEHEGIN.MU
Murcia,23/06/1948,38.0467,-1.7617,0.0,3.7,IV,SE CEHEGIN.MU
Murcia,02/07/1949,38.1833,-1.3833,0.0,3.8,IV,BLANCA.MU
Murcia,02/05/1950,38.1500,-1.3333,0.0,4.0,VI,ARCHENA.MU
Murcia,12/06/1950,38.0000,-1.3667,0.0,3.5,,MULA.MU
Murcia,22/10/1950,38.0667,-1.2667,0.0,3.2,IV,CEUTI.MU
Murcia,01/09/1951,38.1000,-1.3000,0.0,3.0,IV,ARCHENA.MU
Murcia,20/05/1952,37.9000,-1.1000,0.0,4.4,V,PALMAR.MU
Murcia,24/06/1953,38.1167,-1.7833,0.0,3.8,III,CEHEGIN.MU
Murcia,08/07/1953,38.1167,-1.7833,0.0,3.8,IV,CEHEGIN.MU
Murcia,09/07/1953,38.1017,-1.7300,5.0,3.6,IV,E CEHEGÍN.MU
Murcia,04/08/1953,38.2000,-1.1000,0.0,3.9,III,FORTUNA.MU
Murcia,21/11/1953,37.9500,-1.1667,0.0,3.2,IV,ALCANTARILLA.MU
Murcia,29/03/1955,38.2333,-1.7000,0.0,3.5,IV,CALASPARRA.MU
Murcia,29/09/1957,37.9667,-1.1167,0.0,,V,CORBERA.MU
Murcia,22/12/1958,38.1833,-1.1167,0.0,4.0,V-VI,FORTUNA.MU
Murcia,04/09/1959,37.9883,-1.8383,5.0,3.8,,SW CEHEGÍN.MU
Murcia,30/08/1960,36.8000,-1.5000,0.0,2.5,IV,TOTANA.MU
Murcia,01/11/1960,37.7017,-0.9400,0.0,4.0,V,SE TORRE-PACHECO.MU
Murcia,16/03/1961,38.1833,-1.1333,0.0,3.6,IV,FORTUNA.MU
Murcia,14/04/1961,37.9500,-1.1500,0.0,3.9,III,MURCIA.MU
Murcia,08/12/1961,38.3567,-1.4767,10.0,3.5,,NW CIEZA.MU
Murcia,15/01/1963,38.2167,-1.0500,0.0,3.3,V,ABANILLA.MU
Murcia,19/01/1963,38.2167,-1.0500,0.0,3.3,VI,ABANILLA.MU
Murcia,30/05/1963,37.7667,-1.8850,5.0,4.0,V,NW LORCA.MU
Murcia,03/04/1964,38.2000,-1.1000,0.0,3.8,V,ABANILLA.MU
Murcia,15/04/1964,38.2000,-1.0333,0.0,,IV,ABANILLA.MU
Murcia,03/07/1964,37.9000,-1.5000,0.0,3.3,IV,ALHAMA DE MURCIA.MU
Murcia,29/07/1967,38.3567,-1.3833,5.0,4.2,III,NE CIEZA.MU
Murcia,03/08/1967,38.3567,-1.2883,5.0,3.9,VI,SE JUMILLA.MU
Murcia,03/08/1967,38.3567,-1.2833,5.0,3.5,III,SE JUMILLA.MU
Murcia,27/04/1968,38.0217,-1.9400,8.0,3.5,,SW CARAVACA DE LA CRUZ.MU
Murcia,12/01/1971,37.7450,-0.6933,20.0,4.2,V,SE SAN PEDRO DEL PINATAR.MU
Murcia,14/04/1972,38.4700,-1.3550,5.0,4.2,,W JUMILLA.MU
Murcia,20/11/1972,38.0017,-1.6233,5.0,3.7,,SE BULLAS.MU
Murcia,06/06/1977,37.6450,-1.7283,9.0,4.2,VI,SW LORCA.MU
Murcia,06/06/1977,37.6567,-1.8017,8.0,3.9,IV,W LORCA.MU
Murcia,07/06/1977,37.6567,-1.8967,8.0,3.6,,NW PUERTO LUMBRERAS.MU
Murcia,09/06/1977,37.6567,-1.8033,6.0,3.5,,W LORCA.MU
Murcia,24/03/1978,37.6317,-1.7050,5.0,4.3,,S LORCA.MU
Murcia,15/10/1978,37.7167,-1.2367,5.0,3.3,IV,W FUENTE ÁLAMO DE MURCIA.MU
Murcia,17/10/1978,38.1667,-1.7667,5.0,3.5,,NE CEHEGÍN.MU
Murcia,06/01/1981,37.8483,-1.7200,5.0,3.9,,NW ALEDO.MU
Murcia,01/04/1981,38.2850,-1.9717,26.0,3.8,III,NW MORATALLA.MU
Murcia,18/09/1981,37.7667,-1.1233,5.0,3.9,IV,NE FUENTE ÁLAMO DE MURCIA.MU
Murcia,26/02/1982,37.7000,-1.6283,5.0,3.6,III,NE LORCA.MU
Murcia,31/08/1985,37.7233,-1.5867,5.0,3.5,III,S ALEDO.MU
Murcia,18/02/1986,37.8833,-1.0667,9.0,3.7,V,SE MURCIA.MU
Murcia,21/06/1986,38.0650,-1.4450,5.0,3.5,III,NE MULA.MU
Murcia,19/12/1986,38.2383,-1.2417,5.0,3.7,IV-V,NW FORTUNA.MU
Murcia,07/01/1988,38.2000,-1.0617,9.0,3.4,IV-V,SW ABANILLA.MU
Murcia,17/09/1990,38.0683,-1.8250,3.0,3.6,IV,SW CEHEGÍN.MU
Murcia,03/11/1990,38.4183,-1.3300,2.0,3.8,IV,S JUMILLA.MU
Murcia,19/10/1993,38.3017,-1.3383,7.0,3.5,,NE CIEZA.MU
Murcia,04/08/1994,38.1767,-1.0450,2.0,3.3,IV,S ABANILLA.MU
Murcia,25/08/1994,38.4933,-1.2400,5.0,3.6,III,E JUMILLA.MU
Murcia,26/11/1995,38.0383,-1.2700,2.0,4.1,V-VI,SW ALGUAZAS.MU
Murcia,26/11/1995,38.0200,-1.2667,2.0,3.7,III,"SW TORRES DE COTILLAS, LAS.MU"
Murcia,06/12/1995,37.9950,-1.2533,9.0,3.5,III-IV,NW ALCANTARILLA.MU
Murcia,22/03/1996,37.8800,-1.4117,5.0,3.5,III-IV,NE ALHAMA DE MURCIA.MU
Murcia,02/09/1996,37.5583,-1.5500,1.0,4.5,V,N ÁGUILAS.MU
Murcia,05/09/1996,37.6083,-1.5800,6.0,3.5,II-III,SE LORCA.MU
Murcia,18/05/1997,38.0133,-1.2400,4.0,3.5,IV,"S TORRES DE COTILLAS, LAS.MU"
Murcia,08/06/1997,38.3733,-1.1550,3.0,3.5,II-III,SE JUMILLA.MU
Murcia,10/11/1997,37.8508,-1.2859,5.0,3.0,IV,SE LIBRILLA.MU
Murcia,02/02/1999,38.0534,-1.4649,6.7,3.5,II-III,NE MULA.MU
Murcia,02/02/1999,38.0963,-1.5014,1.1,4.7,VI,N MULA.MU
Murcia,03/02/1999,38.0637,-1.5202,3.3,3.6,III,NW MULA.MU
Murcia,14/08/1999,38.1676,-1.6905,2.9,3.6,V,S CALASPARRA.MU
Murcia,02/08/2000,37.6444,-1.7649,4.6,3.7,IV,SW LORCA.MU
Murcia,23/08/2000,37.6358,-1.7722,0.0,3.8,V,SW LORCA.MU
Murcia,21/06/2001,37.9644,-1.4695,6.0,3.6,IV,SE PLIEGO.MU
Murcia,05/05/2002,37.9477,-1.0068,0.0,2.7,IV,SE MURCIA.MU
Murcia,06/08/2002,37.8992,-1.8263,3.8,3.9,,SW BULLAS.MU
Murcia,06/08/2002,37.8925,-1.8353,1.2,5.0,V,SW BULLAS.MU
Murcia,07/08/2002,37.8650,-1.8427,0.5,3.9,IV,NW LORCA.MU
Murcia,09/04/2003,37.8740,-1.8288,2.6,3.0,IV,SW BULLAS.MU
Murcia,26/08/2003,38.0650,-1.1240,10.9,3.5,III,W SANTOMERA.MU
Murcia,16/04/2004,37.6978,-1.4089,3.6,3.8,IV,SE TOTANA.MU
Murcia,10/05/2004,38.0917,-1.2269,6.1,2.6,IV,NE LORQUÍ.MU
Murcia,29/01/2005,37.8535,-1.7555,10.9,4.8,VII,NW ALEDO.MU
Murcia,03/02/2005,37.8349,-1.7864,6.4,4.3,IV-V,NW LORCA.MU
Murcia,04/02/2005,37.8325,-1.8135,3.0,3.5,III-IV,NW LORCA.MU
Murcia,21/03/2005,37.8636,-1.7782,4.7,2.6,IV,NW ALEDO.MU
Murcia,14/04/2005,37.8143,-1.7996,5.3,2.0,IV,NW LORCA.MU
Murcia,23/09/2005,37.8474,-1.7792,2.8,2.8,IV,W ALEDO.MU
Murcia,29/10/2005,37.7332,-1.3335,10.7,3.2,IV,W FUENTE ÁLAMO DE MURCIA.MU
Murcia,08/03/2006,37.7135,-1.6164,6.0,3.3,IV,NE LORCA.MU
Murcia,05/04/2006,38.1620,-1.0824,10.6,3.7,IV,SE FORTUNA.MU
Murcia,27/11/2007,37.7527,-1.5650,0.0,3.0,IV,S ALEDO.MU
Murcia,30/04/2008,38.1549,-1.7084,1.9,3.3,IV,S CALASPARRA.MU
Murcia,22/07/2008,37.8392,-1.4423,4.6,3.1,IV,SW ALHAMA DE MURCIA.MU
Murcia,15/04/2009,38.2408,-1.1605,10.3,3.8,IV,NW FORTUNA.MU
Murcia,18/05/2009,37.7230,-1.6383,0.0,3.1,IV,NE LORCA.MU
Murcia,29/05/2009,38.4714,-1.2664,0.0,3.0,IV,E JUMILLA.MU
Murcia,03/07/2010,38.0685,-1.1379,10.4,2.8,IV,E MOLINA DE SEGURA.MU
Murcia,11/05/2011,37.7175,-1.7114,4.0,5.1,VII,NE LORCA.MU
Murcia,11/05/2011,37.7196,-1.7076,1.9,4.5,VI,N LORCA.MU
Murcia,11/05/2011,37.7308,-1.7012,4.0,3.9,IV,N LORCA.MU
Murcia,30/07/2011,38.1794,-1.3880,13.7,2.8,IV,W BLANCA.MU
Murcia,07/08/2011,37.7064,-1.6483,5.0,2.5,IV,NE LORCA.MU
Murcia,11/09/2011,37.8602,-1.7966,0.0,3.1,V,NW ALEDO.MU
Murcia,02/10/2011,37.8157,-1.7954,10.5,3.5,IV,NW LORCA.MU
Murcia,19/12/2011,37.6306,-1.7371,6.0,2.9,IV,SW LORCA.MU
Murcia,04/04/2013,37.8193,-1.7883,11.0,3.7,IV-V,NW LORCA.MU
Murcia,03/05/2016,37.7096,-1.6126,0.0,3.7,IV,NE LORCA.MU
Murcia,02/03/2018,37.9778,-1.4193,12.0,3.9,IV,SW ALBUDEITE.MU
Murcia,11/04/2018,37.9789,-1.4232,12.0,3.6,III,SW ALBUDEITE.MU
Murcia,26/05/2018,38.0654,-2.1876,11.0,3.6,III-IV,W CARAVACA DE LA CRUZ.MU
Murcia,13/12/2018,37.6749,-1.7424,1.0,3.5,III,W LORCA.MU
Murcia,09/04/2019,38.1180,-1.6645,0.0,3.6,IV,N BULLAS.MU
Murcia,22/06/2019,37.5365,-1.6414,5.0,3.6,III,E PUERTO LUMBRERAS.MU
Murcia,13/12/2019,37.8564,-1.9058,1.0,3.6,III-IV,NW LORCA.MU
Murcia,09/11/2020,37.9945,-1.8741,0.0,3.8,III-IV,S CARAVACA DE LA CRUZ.MU
Murcia,15/10/2021,38.1830,-1.1477,3.0,3.6,III-IV,W FORTUNA.MU
Murcia,07/04/2022,38.0675,-1.1672,12.0,3.1,IV,NE MOLINA DE SEGURA.MU
Murcia,29/04/2022,37.4705,-1.7476,2.0,3.5,III,SE PUERTO LUMBRERAS.MU
Murcia,24/02/2023,38.0490,-1.8514,0.0,3.5,III,S CARAVACA DE LA CRUZ.MU
Murcia,30/01/2024,37.9893,-1.4944,4.0,3.0,IV,E PLIEGO.MU
Navarra,15/11/1755,42.5833,-1.2833,0.0,,V-VI,Sangüesa.NA
Navarra,11/04/1844,42.8167,-1.6500,0.0,,IV,Pamplona
Navarra,20/04/1844,42.8167,-1.6500,0.0,,IV-V,Pamplona
Navarra,13/12/1885,43.0833,-1.9167,0.0,,V,Leiza.NA
Navarra,12/03/1887,42.7833,-1.3667,0.0,,IV,Aoiz.NA
Navarra,11/07/1887,43.2833,-1.6667,0.0,,IV,Lesaca.NA
Navarra,30/10/1887,42.8500,-1.6500,0.0,,IV-V,Oricain.NA
Navarra,24/12/1887,42.8333,-1.6167,0.0,,IV,Burlada.NA
Navarra,15/02/1888,43.0000,-1.3333,0.0,,IV,Burguete.NA
Navarra,01/06/1891,42.8167,-1.6500,0.0,,IV,Pamplona
Navarra,10/03/1903,42.8000,-1.6000,0.0,,VI,PAMPLONA.NA
Navarra,05/12/1918,42.9500,-1.3167,0.0,,V,GARRALDA.NA
Navarra,14/11/1923,43.0000,-1.3000,0.0,,IV,RONCESVALLES.NA
Navarra,01/01/1934,43.2667,-1.4333,0.0,3.9,V,ELIZONDO.NA
Navarra,16/01/1934,43.2667,-1.4333,0.0,,III,ELIZONDO.NA
Navarra,25/07/1952,43.2000,-1.5000,0.0,4.0,IV,ELIZONDO.NA
Navarra,26/01/1955,42.8167,-1.6333,0.0,,III,PAMPLONA
Navarra,02/09/1956,42.7000,-1.4000,0.0,4.1,III,AOIZ.NA
Navarra,28/07/1964,42.9617,-1.3017,13.0,2.6,III,NW GARRALDA.NA
Navarra,08/11/1964,42.6700,-1.4200,0.0,3.7,,SE IDOCIN.NA
Navarra,16/03/1972,42.6300,-1.3300,0.0,3.8,,SW LUMBIER.NA
Navarra,13/08/1974,42.4583,-1.8833,5.0,3.8,,SW MIRANDA DE ARGA.NA
Navarra,27/06/1976,43.0200,-1.8600,0.0,3.5,,NE MUGIRO.NA
Navarra,11/03/1982,42.8917,-1.9500,10.0,3.8,IV,SE UHARTE-ARAKIL.NA
Navarra,22/05/1982,42.7267,-1.7750,9.0,4.5,V,N LEGARDA.NA
Navarra,22/05/1982,42.9233,-2.0433,13.0,3.9,,NW ARBIZU.NA
Navarra,22/05/1982,42.8300,-1.7400,7.0,4.2,,SW ERICE.NA
Navarra,24/05/1982,42.8100,-1.7200,8.0,3.9,,N GAZÓLAZ.NA
Navarra,24/05/1982,42.7200,-1.9167,8.0,3.7,,W ECHARREN DE GUIRGUILLANO.NA
Navarra,22/06/1982,42.8783,-1.8683,8.0,4.4,V,NW OLLO.NA
Navarra,23/06/1982,43.0050,-1.7450,5.0,3.5,,E JAUNSARATS.NA
Navarra,23/06/1982,42.7617,-1.7050,5.0,3.8,,W SALINAS DE PAMPLONA.NA
Navarra,23/06/1982,42.8933,-1.8883,6.0,3.5,,NW OLLO.NA
Navarra,31/12/1982,42.9467,-1.9633,6.0,3.5,,N UHARTE-ARAKIL.NA
Navarra,13/06/1984,42.8550,-1.9183,20.0,3.2,III,W AIZPÚN.NA
Navarra,08/06/1985,42.8733,-1.3417,5.0,2.5,III,NE NAGORE.NA
Navarra,03/03/1987,42.7217,-1.6833,5.0,3.3,III,N BIURRUN.NA
Navarra,13/07/1988,42.7033,-1.7233,5.0,3.5,III,NE ADIÓS.NA
Navarra,02/09/1988,43.1050,-1.2883,3.0,3.0,IV,NE LUZAIDE/VALCARLOS.NA
Navarra,28/02/1990,42.9267,-1.0417,7.0,3.6,IV-V,NE IZALZU/ITZALTZU.NA
Navarra,01/04/1990,43.1567,-1.4267,15.0,3.4,IV,E ELIZONDO.NA
Navarra,19/06/1990,42.8033,-1.6550,3.0,3.4,IV,SW PAMPLONA/IRUÑA.NA
Navarra,26/07/1990,42.5767,-1.2033,6.0,3.6,IV-V,SE JAVIER.NA
Navarra,31/10/1991,42.7217,-1.6900,0.0,2.8,III,NW BIURRUN.NA
Navarra,21/01/1992,43.2233,-1.5733,2.0,3.2,IV,E ETXALAR.NA
Navarra,26/01/1993,42.8983,-2.0883,6.0,3.5,,NE BAKAIKU.NA
Navarra,08/07/1993,43.0717,-1.5100,11.0,3.5,III-IV,S ELIZONDO.NA
Navarra,17/09/1993,42.7983,-1.2017,2.0,2.9,III,NE SANTA FE.NA
Navarra,08/04/1995,42.9283,-1.6600,5.0,3.3,III,SW RIPA.NA
Navarra,08/04/1995,42.9400,-1.6550,2.0,3.1,III,W RIPA.NA
Navarra,11/04/1995,42.9333,-1.6767,12.0,3.0,III,E ERICE.NA
Navarra,29/04/1995,42.8933,-1.6100,9.0,3.4,III-IV,NW OLAVE.NA
Navarra,29/04/1995,42.8900,-1.6167,4.0,3.2,III,NW OLAVE.NA
Navarra,25/02/1996,42.7783,-1.7150,1.0,4.0,V,S GAZÓLAZ.NA
Navarra,27/10/1998,42.8587,-2.0145,9.9,5.2,V,SE LIZARRAGA.NA
Navarra,03/10/1999,43.1324,-1.7128,11.0,3.1,III,NW ITUREN.NA
Navarra,27/12/1999,42.6665,-1.3190,4.8,2.7,III,NW LUMBIER.NA
Navarra,02/06/2001,42.8989,-1.7888,0.0,2.9,IV,SE IRURTZUN.NA
Navarra,14/12/2001,42.9570,-0.7617,3.0,3.1,III,NE UZTÁRROZ/UZTARROZE.NA
Navarra,21/02/2002,42.9341,-1.8753,0.0,3.8,V,W EGIARRETA.NA
Navarra,27/02/2002,42.9554,-1.8570,5.4,2.7,III,NW EGIARRETA.NA
Navarra,27/02/2002,42.9594,-1.8783,0.0,2.8,IV,NW EGIARRETA.NA
Navarra,18/03/2002,42.9130,-1.8039,0.1,3.3,IV,SE IRURTZUN.NA
Navarra,02/05/2002,42.9570,-1.9288,0.0,2.7,IV,NE IRAÑETA.NA
Navarra,10/11/2002,42.6973,-1.6454,0.0,3.3,III,W TIEBAS.NA
Navarra,26/09/2003,43.0270,-1.2280,5.4,2.4,III,N ORBAITZETA.NA
Navarra,30/09/2003,43.0399,-1.2145,5.9,2.9,IV,N ORBAITZETA.NA
Navarra,16/09/2004,42.8571,-1.4456,6.0,3.2,III,W NAGORE.NA
Navarra,17/09/2004,42.8701,-1.4232,10.3,3.0,III,NW NAGORE.NA
Navarra,18/09/2004,42.8508,-1.4506,6.6,4.5,V,NE LIZOÁIN.NA
Navarra,30/09/2004,42.8427,-1.4358,6.1,4.0,III,W NAGORE.NA
Navarra,07/10/2004,42.8407,-1.4198,3.3,3.4,IV,W NAGORE.NA
Navarra,31/08/2005,42.7525,-1.5681,0.6,2.4,III-IV,NW NOÁIN/NOAIN.NA
Navarra,11/04/2007,42.7521,-1.7082,3.3,2.9,III,SW SALINAS DE PAMPLONA.NA
Navarra,15/04/2007,42.7406,-1.6597,0.0,1.8,III,NW BERIÁIN.NA
Navarra,04/07/2007,42.7902,-1.3361,0.0,1.8,III,E AOIZ/AGOITZ.NA
Navarra,31/07/2007,42.9400,-1.8636,2.2,2.7,III,NW EGIARRETA.NA
Navarra,29/08/2007,42.8598,-1.1007,7.4,3.1,III,NW ESPARZA DE SALAZAR.NA
Navarra,15/10/2007,42.8181,-1.4242,2.8,2.8,IV,NE LIZOÁIN.NA
Navarra,26/05/2008,42.6884,-1.4372,0.0,2.6,III,E IDOCIN.NA
Navarra,04/06/2008,42.7716,-1.9024,3.5,2.9,III,SW SALINAS DE ORO.NA
Navarra,25/07/2008,42.7267,-1.7360,0.0,2.7,III,NE UTERGA.NA
Navarra,20/09/2008,42.7942,-1.3469,0.5,2.4,III,NE AOIZ/AGOITZ.NA
Navarra,10/10/2008,42.8406,-1.1495,0.0,2.9,III,W SARRIÉS/SARTZE.NA
Navarra,26/11/2008,42.8045,-1.3655,0.0,2.2,III,N AOIZ/AGOITZ.NA
Navarra,21/01/2009,42.8625,-1.0710,2.0,2.8,III,SE ORONZ.NA
Navarra,02/06/2009,42.8018,-1.3702,0.0,2.0,III,N AOIZ/AGOITZ.NA
Navarra,01/07/2009,42.8537,-1.4640,0.0,2.6,III,N LIZOÁIN.NA
Navarra,24/10/2009,43.1157,-1.5947,10.4,2.5,III,SE NARBARTE.NA
Navarra,28/10/2009,42.8192,-1.3705,0.0,2.7,III,N AOIZ/AGOITZ.NA
Navarra,15/01/2010,42.8527,-1.4731,0.0,2.4,III,N LIZOÁIN.NA
Navarra,07/05/2010,42.8892,-1.4150,0.0,3.5,III,NW NAGORE.NA
Navarra,22/05/2011,42.9857,-1.2796,4.3,3.0,III,NW ARIA.NA
Navarra,06/09/2012,42.8068,-1.3399,0.0,2.2,III,NE AOIZ/AGOITZ.NA
Navarra,25/02/2013,42.8085,-1.4141,3.0,2.3,III,E LIZOÁIN.NA
Navarra,18/03/2013,42.7281,-1.7470,0.0,3.4,III,NE UTERGA.NA
Navarra,21/03/2013,42.8251,-1.7825,9.0,3.6,III,NE CIRIZA.NA
Navarra,22/03/2013,42.8199,-1.7986,0.0,2.8,III,NW ETXAURI.NA
Navarra,23/03/2013,42.8351,-1.8082,0.0,3.8,IV,N ETXAURI.NA
Navarra,04/04/2013,42.7559,-1.6476,0.0,2.5,III,N BERIÁIN.NA
Navarra,20/04/2013,42.7365,-1.7231,0.0,3.9,IV,SW SALINAS DE PAMPLONA.NA
Navarra,27/04/2013,42.7393,-1.7428,0.0,3.0,III,NE UTERGA.NA
Navarra,28/04/2013,43.1139,-1.2881,11.0,3.2,III,NE LUZAIDE/VALCARLOS.NA
Navarra,03/05/2013,42.7689,-1.6282,0.0,1.9,III,NE BERIÁIN.NA
Navarra,13/05/2013,42.7308,-1.6877,2.0,2.5,III,W BERIÁIN.NA
Navarra,20/06/2013,42.7251,-1.7177,0.0,2.4,III,NE UTERGA.NA
Navarra,23/10/2013,42.8864,-1.5647,0.0,3.0,III,E OLAVE.NA
Navarra,14/10/2015,42.7622,-1.7609,5.0,3.1,III,SE ARRAIZA.NA
Navarra,14/07/2016,42.9473,-1.8494,11.0,2.9,III,N EGIARRETA.NA
Navarra,26/07/2016,42.9375,-1.8199,12.0,3.4,III,NE IRURTZUN.NA
Navarra,10/03/2017,42.9199,-1.5690,12.0,4.2,V,NE OLAVE.NA
Navarra,10/03/2017,42.9399,-1.6125,12.0,3.4,III-IV,E RIPA.NA
Navarra,25/03/2017,42.8981,-1.5719,0.0,2.6,III,NE OLAVE.NA
Navarra,28/03/2017,42.8562,-1.5361,0.0,3.3,III,NE EGÜÉS.NA
Navarra,03/05/2017,42.8512,-1.5508,0.0,3.2,III,N EGÜÉS.NA
Navarra,22/03/2019,43.0568,-1.5609,0.0,3.6,III,NE LANTZ.NA
Navarra,30/08/2020,42.8478,-1.4878,0.0,4.1,IV,NW LIZOÁIN-ARRIASGOITI.NA
Navarra,30/08/2020,42.8022,-1.4729,0.0,3.1,III,NW LIZOÁIN-ARRIASGOITI.NA
Navarra,02/09/2020,42.8113,-1.4706,0.0,2.8,III,NW LIZOÁIN-ARRIASGOITI.NA
Navarra,23/09/2020,42.8409,-1.4866,1.0,3.0,III,NW LIZOÁIN-ARRIASGOITI.NA
Navarra,25/09/2020,42.8507,-1.4846,0.0,3.4,III,NW LIZOÁIN-ARRIASGOITI.NA
Navarra,29/09/2020,42.8026,-1.4833,0.0,3.1,III,W LIZOÁIN-ARRIASGOITI.NA
Navarra,30/09/2020,42.8360,-1.4713,1.0,4.5,V,N LIZOÁIN-ARRIASGOITI.NA
